log_id,customer_id,timestamp,event_type,screen_name,duration_seconds,app_version,os
155,1383,2025-08-28 15:33:13,cart_add,Cart,392,1.2,Android
156,4265,2025-09-26 01:26:26,logout,Profile,248,1.0,Android
157,3302,2025-11-25 20:40:08,logout,Home,173,1.0,iOS
158,1590,2025-12-23 06:58:55,search,Product,558,1.2,Android
159,1666,2025-11-01 14:43:43,login,Product,426,1.1,Android
160,424,2025-10-15 06:44:22,logout,Home,478,1.0,Android
161,764,2025-12-27 06:26:47,login,Cart,438,1.1,iOS
162,1835,2025-07-02 18:32:45,purchase,Product,416,2.0,Android
163,20,2025-10-31 16:37:15,search,Checkout,551,1.1,iOS
164,3740,2025-09-20 13:19:52,logout,Profile,168,1.0,Android
165,1920,2025-12-11 02:30:13,search,Checkout,544,2.0,Android
166,133,2025-07-03 16:44:06,search,Profile,468,1.0,Android
167,1836,2025-07-03 14:26:16,browse,Home,597,1.2,iOS
168,2363,2025-09-24 11:25:27,cart_add,Home,532,2.0,iOS
169,2732,2025-11-22 07:37:02,cart_add,Cart,596,2.0,iOS
170,4597,2025-09-09 21:08:52,browse,Home,36,1.1,iOS
171,3157,2025-07-31 09:04:17,browse,Home,558,1.1,Android
172,2702,2025-11-24 02:52:42,cart_add,Profile,110,1.0,iOS
173,952,2025-10-26 14:39:19,browse,Cart,12,1.0,Android
174,3179,2025-11-11 12:43:39,purchase,Profile,530,2.0,iOS
175,2999,2025-09-14 11:08:49,login,Home,571,1.1,iOS
176,1347,2025-08-01 02:30:12,login,Profile,460,1.0,iOS
177,1565,2025-10-17 01:26:43,browse,Cart,547,1.2,iOS
178,3024,2025-08-16 17:12:22,search,Profile,334,1.1,Android
179,3506,2025-09-08 13:21:42,browse,Checkout,451,1.0,Android
180,2456,2025-07-27 04:36:02,login,Product,82,1.2,Android
181,2054,2025-11-25 04:17:05,purchase,Home,183,1.0,Android
182,3380,2025-09-22 11:30:34,login,Checkout,535,1.1,iOS
183,2751,2025-12-16 16:48:38,logout,Checkout,51,1.2,Android
184,316,2025-11-06 05:20:02,purchase,Profile,59,2.0,Android
185,218,2025-11-21 17:29:42,purchase,Home,588,1.1,Android
186,2017,2025-07-03 12:54:26,purchase,Home,266,2.0,Android
187,368,2025-09-21 16:33:32,logout,Product,29,1.0,Android
188,2548,2025-10-01 07:19:27,logout,Home,423,2.0,Android
189,1465,2025-07-01 15:00:41,browse,Home,198,1.1,iOS
190,1682,2025-12-01 07:27:05,cart_add,Profile,458,1.1,iOS
191,4781,2025-09-22 14:21:46,logout,Checkout,437,1.2,Android
192,3747,2025-12-15 03:13:15,cart_add,Checkout,557,2.0,Android
193,3488,2025-11-30 03:12:09,login,Profile,596,1.1,iOS
194,1861,2025-07-03 19:43:41,cart_add,Profile,109,1.0,Android
195,3080,2025-07-26 05:37:54,search,Profile,207,2.0,iOS
196,3299,2025-09-06 21:52:03,login,Checkout,275,2.0,iOS
197,2610,2025-12-07 00:12:35,logout,Profile,98,2.0,Android
198,209,2025-10-06 01:14:46,search,Checkout,505,1.0,Android
199,1863,2025-10-13 14:13:23,browse,Profile,241,1.0,iOS
200,3694,2025-10-18 08:58:08,purchase,Product,133,2.0,Android
201,3530,2025-12-26 15:06:04,purchase,Checkout,444,2.0,Android
202,2507,2025-12-12 22:41:45,search,Checkout,62,1.1,Android
203,4759,2025-11-13 08:09:33,cart_add,Profile,134,1.0,iOS
204,3409,2025-08-08 05:29:23,login,Cart,368,1.0,Android
205,1670,2025-12-09 02:29:51,search,Product,446,1.0,Android
206,2678,2025-07-29 09:32:00,cart_add,Checkout,428,1.2,iOS
207,2083,2025-07-06 20:05:48,search,Checkout,320,1.0,Android
208,4311,2025-07-31 08:26:55,logout,Checkout,328,1.1,iOS
209,1464,2025-07-16 22:58:15,logout,Cart,96,1.0,Android
210,2471,2025-10-15 16:57:44,browse,Profile,316,1.0,iOS
211,2878,2025-07-07 23:17:03,login,Cart,453,1.0,Android
212,1178,2025-07-16 00:31:07,browse,Product,219,1.0,iOS
213,3485,2025-09-11 13:28:36,browse,Home,52,1.2,Android
214,3370,2025-08-26 21:27:02,purchase,Cart,314,1.0,Android
215,3613,2025-08-05 12:24:00,login,Product,299,1.0,iOS
216,2214,2025-10-11 01:27:12,cart_add,Checkout,552,1.2,iOS
217,3929,2025-12-12 11:38:53,purchase,Home,293,1.0,Android
218,2620,2025-09-24 16:01:55,login,Checkout,42,2.0,iOS
219,785,2025-08-13 23:59:42,browse,Product,276,1.0,iOS
220,4267,2025-08-12 08:53:43,cart_add,Checkout,477,1.2,Android
221,1713,2025-08-26 17:57:45,search,Cart,330,1.2,Android
222,127,2025-08-28 03:20:38,logout,Cart,280,2.0,Android
223,3709,2025-10-31 12:01:24,login,Profile,33,1.1,Android
224,2065,2025-10-12 10:40:59,search,Product,242,2.0,Android
225,3012,2025-09-19 21:03:27,login,Cart,312,1.2,Android
226,4382,2025-07-15 14:41:41,purchase,Cart,514,1.2,iOS
227,4210,2025-09-16 11:39:57,browse,Cart,321,1.1,Android
228,4452,2025-07-12 17:12:25,purchase,Cart,325,1.2,Android
229,3530,2025-10-09 23:47:24,login,Product,95,1.0,iOS
230,4991,2025-11-09 19:18:14,search,Cart,167,1.1,iOS
231,2504,2025-08-17 23:22:32,purchase,Cart,341,1.0,Android
232,512,2025-10-28 20:23:27,browse,Checkout,585,1.2,Android
233,3294,2025-10-14 14:36:25,browse,Cart,373,1.0,iOS
234,1907,2025-09-03 22:14:45,logout,Product,299,1.2,Android
235,4224,2025-08-18 01:47:59,browse,Profile,39,1.1,Android
236,4348,2025-07-14 13:42:43,login,Home,5,2.0,Android
237,660,2025-08-13 23:27:52,logout,Profile,564,1.2,iOS
238,3431,2025-09-10 16:44:59,logout,Cart,37,1.1,Android
239,2356,2025-10-16 10:25:18,cart_add,Cart,353,2.0,iOS
240,2071,2025-09-23 01:00:33,browse,Product,416,1.2,iOS
241,2391,2025-11-14 00:36:11,login,Profile,524,1.1,iOS
242,3975,2025-07-23 23:08:42,browse,Home,358,2.0,iOS
243,2610,2025-11-05 21:01:05,login,Cart,249,1.0,iOS
244,2775,2025-11-14 13:54:17,browse,Cart,146,1.0,iOS
245,2154,2025-10-17 15:50:39,logout,Cart,153,2.0,iOS
246,2359,2025-12-07 04:02:04,browse,Profile,231,1.2,Android
247,4408,2025-10-14 10:54:53,search,Product,373,1.1,iOS
248,1520,2025-08-16 08:34:10,browse,Profile,175,1.0,iOS
249,2589,2025-12-22 22:15:50,login,Profile,58,2.0,Android
250,617,2025-07-13 03:23:00,purchase,Product,308,1.0,iOS
251,3301,2025-07-06 02:17:31,cart_add,Checkout,269,2.0,iOS
252,2719,2025-08-26 09:32:28,purchase,Product,583,1.2,Android
253,2076,2025-11-21 06:49:50,browse,Cart,384,1.1,Android
254,1133,2025-10-14 17:07:05,purchase,Cart,113,1.0,iOS
255,375,2025-08-12 12:29:51,login,Checkout,355,2.0,iOS
256,1262,2025-07-05 04:03:52,cart_add,Product,89,2.0,iOS
257,1474,2025-11-19 10:52:13,browse,Checkout,458,2.0,Android
258,3959,2025-12-25 05:38:49,search,Product,111,1.0,Android
259,4077,2025-07-19 16:42:52,browse,Profile,498,2.0,Android
260,2669,2025-08-05 22:31:08,logout,Profile,320,2.0,Android
261,4989,2025-11-14 15:29:20,purchase,Home,29,1.2,iOS
262,3368,2025-12-07 03:55:40,browse,Product,322,1.1,Android
263,1477,2025-08-26 18:03:37,purchase,Product,124,1.1,Android
264,1569,2025-07-15 05:48:41,logout,Home,590,1.1,Android
265,4526,2025-09-24 08:49:28,login,Cart,288,2.0,iOS
266,645,2025-12-03 22:04:45,login,Cart,348,1.0,iOS
267,524,2025-12-05 12:53:27,browse,Profile,236,1.0,iOS
268,2482,2025-10-24 03:48:09,browse,Product,101,2.0,iOS
269,2440,2025-11-13 20:40:55,purchase,Home,297,2.0,Android
270,4144,2025-09-25 04:24:30,logout,Cart,140,1.0,iOS
271,3748,2025-09-16 04:00:33,purchase,Cart,167,2.0,Android
272,2757,2025-09-02 04:29:28,search,Cart,206,1.2,iOS
273,2296,2025-09-19 07:19:57,browse,Product,578,2.0,iOS
274,2966,2025-08-27 03:57:55,search,Checkout,425,2.0,Android
275,3699,2025-07-17 19:41:09,search,Product,152,1.0,iOS
276,3101,2025-07-05 17:09:23,cart_add,Checkout,503,1.0,Android
277,428,2025-10-26 04:14:38,login,Product,53,1.1,Android
278,2483,2025-09-20 23:07:30,purchase,Checkout,560,1.0,iOS
279,1940,2025-08-29 02:11:35,search,Profile,163,2.0,iOS
280,1885,2025-09-18 13:20:47,logout,Home,145,2.0,Android
281,1203,2025-12-19 08:37:07,search,Cart,80,1.1,Android
282,1840,2025-11-13 22:33:53,login,Profile,563,1.0,Android
283,1508,2025-10-18 19:54:01,cart_add,Profile,295,1.1,Android
284,2124,2025-12-25 03:45:05,browse,Checkout,279,1.2,iOS
285,1624,2025-08-23 15:47:20,cart_add,Product,276,1.2,iOS
286,122,2025-10-23 22:02:12,purchase,Home,117,1.1,iOS
287,1258,2025-09-26 19:34:48,search,Profile,76,1.1,Android
288,2928,2025-07-14 18:04:48,logout,Profile,315,1.0,iOS
289,2722,2025-11-19 05:02:19,browse,Cart,272,1.2,iOS
290,284,2025-10-17 03:35:04,browse,Cart,269,1.1,Android
291,4386,2025-07-24 00:20:56,cart_add,Product,345,2.0,iOS
292,3642,2025-10-01 11:46:29,login,Cart,154,1.0,iOS
293,4870,2025-08-04 11:04:59,cart_add,Home,598,1.0,Android
294,2140,2025-10-19 03:20:50,search,Checkout,383,1.1,iOS
295,4877,2025-10-09 00:56:00,browse,Checkout,24,1.1,Android
296,4401,2025-12-04 11:19:52,purchase,Product,353,1.1,iOS
297,3251,2025-12-02 15:31:52,login,Home,321,1.2,iOS
298,4031,2025-12-27 19:49:45,purchase,Cart,13,1.0,iOS
299,1477,2025-12-28 22:57:15,cart_add,Checkout,287,2.0,iOS
300,1314,2025-12-06 17:19:30,browse,Profile,467,1.1,Android
301,362,2025-11-15 18:17:04,cart_add,Profile,303,2.0,Android
302,609,2025-12-25 12:36:47,logout,Checkout,239,1.1,iOS
303,3492,2025-09-20 10:53:24,browse,Cart,430,1.2,Android
304,3229,2025-11-20 19:55:30,purchase,Checkout,386,1.2,iOS
305,1280,2025-10-17 23:14:03,search,Checkout,216,1.2,Android
306,862,2025-10-30 07:29:03,login,Checkout,303,1.2,iOS
307,211,2025-11-24 23:17:56,search,Product,577,1.2,iOS
308,1400,2025-10-11 21:19:03,browse,Cart,47,1.0,iOS
309,2386,2025-08-11 17:27:26,purchase,Cart,451,1.2,iOS
310,2185,2025-09-24 13:55:25,login,Product,356,1.1,Android
311,3931,2025-09-08 07:59:36,logout,Profile,460,2.0,Android
312,4981,2025-10-21 23:24:43,search,Checkout,281,2.0,Android
313,91,2025-07-13 16:33:11,search,Home,167,2.0,iOS
314,2454,2025-07-11 00:21:11,cart_add,Cart,37,1.2,Android
315,4493,2025-11-30 13:34:03,search,Product,7,2.0,iOS
316,1506,2025-11-12 14:43:26,purchase,Product,558,2.0,iOS
317,3794,2025-07-11 10:56:15,cart_add,Checkout,576,1.1,Android
318,2106,2025-10-21 03:08:39,search,Cart,343,2.0,Android
319,4088,2025-07-12 20:20:39,search,Cart,559,2.0,Android
320,2077,2025-11-05 08:44:39,login,Checkout,532,1.1,iOS
321,3527,2025-07-06 11:58:50,logout,Home,96,1.0,iOS
322,4800,2025-12-11 01:01:56,browse,Home,257,1.0,iOS
323,2360,2025-10-15 09:54:23,cart_add,Profile,555,1.1,iOS
324,3558,2025-10-12 13:52:38,purchase,Cart,530,1.1,Android
325,2437,2025-08-21 10:30:40,purchase,Cart,266,1.0,Android
326,3700,2025-12-17 11:21:23,cart_add,Checkout,329,2.0,Android
327,4042,2025-10-27 11:29:14,cart_add,Home,513,1.1,iOS
328,761,2025-09-08 16:07:56,browse,Profile,145,1.2,iOS
329,4965,2025-10-16 14:13:53,purchase,Checkout,28,1.1,iOS
330,2413,2025-10-05 03:03:26,cart_add,Profile,361,2.0,Android
331,565,2025-07-03 14:47:50,login,Product,463,1.1,iOS
332,2370,2025-07-05 07:26:23,purchase,Profile,342,1.1,Android
333,3528,2025-10-16 07:00:56,browse,Checkout,483,1.1,Android
334,2843,2025-12-11 21:24:39,logout,Checkout,86,1.1,iOS
335,2860,2025-08-08 18:14:06,purchase,Product,48,2.0,iOS
336,3917,2025-11-21 09:15:08,cart_add,Home,282,2.0,Android
337,150,2025-11-04 01:55:35,search,Product,402,1.0,Android
338,1348,2025-10-30 01:02:09,purchase,Product,387,1.1,Android
339,3272,2025-07-07 04:03:31,search,Home,214,1.2,Android
340,3747,2025-08-30 10:17:56,browse,Cart,168,2.0,Android
341,1132,2025-08-29 01:19:38,logout,Cart,586,2.0,Android
342,4438,2025-11-22 02:17:54,purchase,Cart,297,1.2,Android
343,326,2025-12-11 14:00:39,cart_add,Profile,105,1.2,iOS
344,4997,2025-09-22 17:17:11,cart_add,Product,405,1.0,iOS
345,1719,2025-07-24 04:58:22,logout,Cart,369,1.2,iOS
346,2899,2025-10-15 19:23:16,purchase,Cart,398,1.1,Android
347,4043,2025-07-01 08:20:26,cart_add,Cart,15,2.0,iOS
348,4457,2025-08-06 18:43:59,logout,Checkout,536,1.1,Android
349,2126,2025-07-13 01:20:41,login,Checkout,23,2.0,Android
350,236,2025-10-26 01:39:20,logout,Checkout,537,1.1,iOS
351,2717,2025-12-05 15:33:09,search,Home,129,1.2,iOS
352,2218,2025-09-08 13:39:11,search,Checkout,54,1.1,Android
353,851,2025-09-24 05:03:25,browse,Checkout,193,1.1,iOS
354,2549,2025-11-14 17:19:19,search,Profile,42,1.0,Android
355,4882,2025-11-07 13:23:04,search,Profile,526,1.1,iOS
356,4461,2025-08-15 01:48:17,search,Profile,557,1.0,iOS
357,4317,2025-10-20 21:42:30,cart_add,Checkout,557,1.0,iOS
358,4576,2025-10-04 17:59:38,cart_add,Checkout,6,2.0,iOS
359,3012,2025-09-16 04:40:57,search,Cart,255,2.0,iOS
360,2277,2025-09-02 09:42:46,logout,Checkout,27,1.1,Android
361,1996,2025-10-20 10:41:33,cart_add,Cart,190,1.0,iOS
362,3813,2025-07-02 15:30:51,cart_add,Product,539,1.1,iOS
363,3913,2025-10-05 18:26:52,login,Checkout,106,1.0,Android
364,2583,2025-07-30 11:09:11,logout,Checkout,194,1.2,Android
365,500,2025-09-17 22:22:20,browse,Cart,227,1.0,iOS
366,3432,2025-11-03 17:06:22,browse,Checkout,500,1.1,iOS
367,3670,2025-11-09 21:02:26,search,Product,45,2.0,iOS
368,2062,2025-07-02 11:16:27,browse,Checkout,234,2.0,iOS
369,2511,2025-10-14 19:15:03,purchase,Profile,287,1.2,iOS
370,2144,2025-09-23 16:12:28,purchase,Profile,77,2.0,Android
371,2403,2025-07-04 11:56:24,login,Product,496,2.0,Android
372,4171,2025-10-23 10:57:49,login,Checkout,435,1.0,Android
373,1165,2025-09-03 10:58:28,search,Profile,414,1.0,iOS
374,1232,2025-08-12 16:24:41,cart_add,Profile,64,1.0,iOS
375,4092,2025-09-23 07:37:24,login,Product,234,1.0,Android
376,231,2025-07-25 06:35:15,browse,Cart,89,1.2,iOS
377,468,2025-09-17 09:45:05,browse,Product,397,2.0,iOS
378,2187,2025-07-07 14:32:43,browse,Cart,413,1.0,Android
379,773,2025-08-01 10:31:58,cart_add,Checkout,353,1.1,iOS
380,1452,2025-12-02 19:42:47,purchase,Checkout,34,1.2,Android
381,2925,2025-11-29 19:35:49,search,Profile,162,1.1,Android
382,3788,2025-10-06 12:41:49,browse,Profile,335,1.1,iOS
383,424,2025-12-26 05:34:40,login,Home,343,2.0,iOS
384,829,2025-11-19 19:19:58,login,Product,571,1.2,iOS
385,4648,2025-10-18 15:41:00,browse,Home,477,1.0,iOS
386,1379,2025-08-01 02:02:46,cart_add,Profile,210,2.0,Android
387,1132,2025-07-06 09:14:14,logout,Cart,310,2.0,iOS
388,377,2025-12-05 05:14:17,login,Checkout,187,1.0,iOS
389,2993,2025-08-26 21:28:45,logout,Home,57,2.0,iOS
390,4804,2025-12-05 15:47:49,search,Profile,245,1.0,iOS
391,271,2025-11-20 01:02:26,logout,Product,535,1.2,iOS
392,4615,2025-07-11 18:10:12,login,Profile,106,1.0,Android
393,2541,2025-10-11 22:40:47,browse,Profile,199,1.1,iOS
394,1505,2025-09-18 07:30:00,browse,Profile,408,1.1,iOS
395,408,2025-11-07 01:42:06,cart_add,Home,258,1.1,iOS
396,2146,2025-11-17 22:14:42,cart_add,Checkout,415,2.0,iOS
397,2023,2025-09-24 23:10:10,login,Product,476,2.0,iOS
398,2059,2025-07-10 17:50:19,cart_add,Checkout,246,1.2,Android
399,3813,2025-11-05 14:35:25,cart_add,Product,592,1.2,iOS
400,3065,2025-09-02 12:23:08,browse,Cart,317,2.0,iOS
401,2318,2025-10-16 02:23:03,purchase,Checkout,553,1.2,Android
402,4488,2025-09-19 14:59:09,login,Checkout,81,2.0,iOS
403,325,2025-10-25 09:14:05,search,Cart,280,1.1,iOS
404,1443,2025-12-16 17:47:27,cart_add,Product,10,2.0,Android
