transaction_id,customer_id,transaction_date,product_name,category,amount,quantity,payment_method,channel
110,4278,2025-06-24,Keyboard,Computing,598.14,5,Cash,Mobile App
111,4660,2025-02-22,Camera,Video,503.92,1,PayPal,Online
112,4100,2024-05-13,Mouse,Video,1775.8,2,Debit Card,Online
113,888,2024-11-21,Headphones,Computing,378.06,2,Cash,Store
114,4620,2025-06-05,Laptop,Audio,1124.1,5,Credit Card,Mobile App
115,3875,2024-08-04,Monitor,Electronics,318.45,4,Cash,Online
116,3621,2024-02-21,Headphones,Computing,356.09,5,Debit Card,Mobile App
117,4971,2024-05-12,Monitor,Video,448.59,3,Debit Card,Mobile App
118,1135,2024-08-19,Keyboard,Electronics,1317.95,3,Credit Card,Store
119,3339,2024-05-05,Phone,Accessories,1775.69,5,Cash,Store
120,246,2024-11-12,Tablet,Audio,1103.01,5,PayPal,Mobile App
121,1202,2024-11-14,Watch,Electronics,873.95,5,Cash,Mobile App
122,3100,2024-09-21,Monitor,Electronics,695.99,2,Credit Card,Mobile App
123,3948,2024-10-26,Phone,Accessories,1619.4,2,PayPal,Mobile App
124,2760,2025-11-11,Phone,Computing,1961.14,2,PayPal,Store
125,4436,2024-10-12,Mouse,Computing,306.41,5,PayPal,Mobile App
126,333,2024-11-19,Tablet,Audio,1710.73,2,Credit Card,Online
127,4210,2025-08-29,TV,Audio,874.15,1,Credit Card,Online
128,3172,2024-12-28,Phone,Electronics,1012.76,2,PayPal,Online
129,393,2024-08-22,TV,Video,1891.23,1,PayPal,Online
130,2401,2024-12-05,Phone,Computing,1263.43,1,Cash,Store
131,1452,2025-01-09,Keyboard,Accessories,1727.17,5,Cash,Mobile App
132,3369,2024-08-31,Laptop,Computing,1257.69,2,PayPal,Store
133,138,2025-12-14,Speaker,Audio,1792.48,5,PayPal,Store
134,1330,2024-08-08,Speaker,Accessories,125.78,4,Cash,Mobile App
135,1066,2025-06-11,Camera,Electronics,1196.66,5,Credit Card,Mobile App
136,4032,2025-09-11,Speaker,Audio,1452.73,1,Debit Card,Mobile App
137,4930,2024-03-04,Watch,Electronics,142.92,4,PayPal,Online
138,1600,2025-05-04,Speaker,Accessories,404.89,1,Debit Card,Store
139,2932,2025-09-17,Tablet,Accessories,1432.69,3,Cash,Online
140,3828,2024-04-02,Phone,Audio,1093.92,1,Debit Card,Online
141,833,2024-07-18,Tablet,Electronics,166.4,4,Credit Card,Online
142,3457,2025-07-27,Keyboard,Computing,483.57,2,Cash,Store
143,4474,2025-12-27,Camera,Audio,1151.14,1,Debit Card,Online
144,3666,2024-10-22,Monitor,Video,157.93,3,PayPal,Store
145,4855,2024-01-26,Tablet,Video,107.88,3,Credit Card,Online
146,3241,2024-08-13,Laptop,Electronics,595.09,4,PayPal,Store
147,434,2024-01-23,Headphones,Computing,480.65,1,Cash,Store
148,4377,2024-08-24,Tablet,Audio,225.48,4,Debit Card,Online
149,616,2025-06-03,Tablet,Electronics,37.89,4,Debit Card,Online
150,1585,2025-12-11,TV,Accessories,529.59,5,PayPal,Mobile App
151,4025,2025-08-31,Monitor,Video,1570.95,4,Debit Card,Store
152,1898,2025-05-13,Keyboard,Accessories,1750.72,1,Debit Card,Mobile App
153,2609,2024-02-16,Camera,Accessories,822.77,5,Cash,Mobile App
154,188,2024-05-23,Charger,Video,990.72,5,Cash,Store
155,975,2024-09-14,Charger,Electronics,912.61,4,Cash,Online
156,3319,2025-09-16,Tablet,Electronics,1041.37,3,Credit Card,Store
157,4429,2024-02-05,Monitor,Accessories,295.82,2,Debit Card,Mobile App
158,2862,2024-01-24,Tablet,Electronics,662.5,4,PayPal,Online
159,2745,2024-11-19,Speaker,Electronics,1082.76,3,Cash,Mobile App
160,1232,2025-09-18,Keyboard,Accessories,1467.65,1,Debit Card,Store
161,4652,2024-03-16,Speaker,Video,801.88,1,PayPal,Online
162,3523,2025-11-27,Keyboard,Computing,1250.64,5,Credit Card,Online
163,1040,2024-11-08,Laptop,Computing,1785.43,1,Debit Card,Mobile App
164,4443,2024-06-20,Charger,Video,871.97,3,PayPal,Mobile App
165,1065,2024-10-06,Mouse,Computing,603.29,5,Credit Card,Mobile App
166,689,2025-05-04,Speaker,Video,574.3,5,Cash,Online
167,3616,2025-06-29,Tablet,Accessories,192.41,5,Cash,Store
168,3199,2025-09-14,Keyboard,Accessories,960.43,1,Cash,Store
169,3117,2025-09-05,Mouse,Electronics,1562.69,4,Cash,Mobile App
170,4360,2025-10-26,Keyboard,Accessories,990.02,5,Cash,Mobile App
171,4074,2025-07-12,Tablet,Accessories,1439.89,3,Debit Card,Store
172,313,2024-09-02,Keyboard,Computing,1583.15,5,Credit Card,Store
173,1526,2024-11-07,Headphones,Computing,1367.85,1,PayPal,Online
174,2953,2025-11-27,TV,Audio,1513.58,5,PayPal,Mobile App
175,3741,2024-12-13,Laptop,Electronics,1142.7,2,PayPal,Mobile App
176,1442,2025-10-14,Camera,Computing,1558.97,3,PayPal,Online
177,4290,2024-07-08,Mouse,Audio,792.41,2,Debit Card,Store
178,2410,2025-07-02,Headphones,Accessories,379.52,5,PayPal,Store
179,1821,2024-05-10,Headphones,Video,1733.92,5,Credit Card,Store
180,3317,2025-01-04,Phone,Computing,337.2,2,PayPal,Mobile App
181,3960,2025-07-07,Camera,Audio,364.02,2,Debit Card,Store
182,4827,2024-01-14,Charger,Accessories,451.09,3,PayPal,Online
183,1832,2024-09-17,Keyboard,Electronics,1722.3,5,Cash,Store
184,2997,2025-05-09,Monitor,Audio,61.06,5,PayPal,Store
185,4577,2024-08-22,Mouse,Computing,655.51,4,PayPal,Store
186,1837,2024-01-23,Watch,Video,25.13,1,Credit Card,Online
187,3943,2025-10-18,Tablet,Electronics,1202.01,2,PayPal,Mobile App
188,1934,2024-11-25,Laptop,Electronics,545.58,3,Debit Card,Store
189,2520,2024-01-15,Watch,Audio,185.53,1,PayPal,Store
190,1658,2025-06-29,Charger,Accessories,223.37,3,Debit Card,Store
191,3899,2024-03-06,Keyboard,Electronics,1458.4,2,Cash,Store
192,2600,2024-07-09,Mouse,Computing,101.13,2,Credit Card,Store
193,714,2025-11-30,Camera,Accessories,80.03,4,Cash,Mobile App
194,4336,2025-04-22,Phone,Video,1896.47,5,Cash,Mobile App
195,493,2025-04-20,Tablet,Audio,1214.09,1,PayPal,Store
196,1064,2025-10-25,Keyboard,Video,477.67,5,PayPal,Store
197,1334,2024-06-24,Camera,Video,1781.47,4,Cash,Online
198,2658,2024-03-14,Mouse,Video,1729.43,4,Cash,Mobile App
199,3623,2024-06-11,Tablet,Accessories,566.28,4,PayPal,Mobile App
200,2764,2024-11-16,Monitor,Computing,1966.48,5,PayPal,Mobile App
201,4820,2025-08-07,Camera,Computing,849.71,5,PayPal,Online
202,4113,2025-10-12,Mouse,Electronics,266.5,1,Cash,Store
203,209,2025-08-23,Laptop,Electronics,280.89,1,Debit Card,Store
204,3052,2025-11-01,Mouse,Accessories,1281.94,1,Debit Card,Online
205,949,2025-07-29,Camera,Electronics,1600.63,2,Credit Card,Store
206,2785,2024-04-16,Keyboard,Accessories,966.25,4,Debit Card,Mobile App
207,823,2025-02-21,Watch,Video,574.98,5,Cash,Store
208,4805,2024-11-02,Charger,Audio,1243.72,2,Cash,Mobile App
209,1820,2025-10-01,Monitor,Audio,851.91,3,Cash,Online
210,53,2025-07-26,Keyboard,Accessories,268.18,3,PayPal,Online
211,571,2025-02-17,Tablet,Video,1056.4,1,Debit Card,Online
212,516,2025-04-12,Mouse,Accessories,261.33,1,PayPal,Mobile App
213,759,2025-11-16,Charger,Electronics,127.38,1,Debit Card,Store
214,2150,2024-06-22,Headphones,Video,984.18,4,PayPal,Online
215,4363,2025-06-22,Speaker,Audio,338.47,5,Credit Card,Mobile App
216,3736,2024-12-23,Tablet,Computing,362.11,4,Cash,Store
217,2133,2024-08-13,Camera,Video,1496.18,3,Cash,Online
218,3105,2024-08-10,Mouse,Electronics,317.96,3,Debit Card,Mobile App
219,740,2025-08-26,Monitor,Audio,1026.75,4,Debit Card,Mobile App
220,838,2024-04-27,Keyboard,Accessories,791.07,4,Credit Card,Mobile App
221,3841,2025-09-22,Speaker,Accessories,359.34,2,Cash,Mobile App
222,1780,2025-01-20,Monitor,Video,1852.33,2,Credit Card,Store
223,1490,2025-08-10,Mouse,Video,353.36,5,Debit Card,Mobile App
224,3375,2024-02-21,Phone,Audio,1764.3,3,Credit Card,Mobile App
225,2484,2024-02-14,Keyboard,Accessories,480.18,2,Debit Card,Store
226,2980,2025-11-06,Headphones,Video,1407.92,5,Debit Card,Store
227,4555,2025-01-12,Watch,Audio,1880.0,1,Cash,Mobile App
228,3794,2025-06-13,Speaker,Accessories,1476.86,2,Cash,Store
229,2025,2024-03-02,Mouse,Computing,1884.38,3,PayPal,Mobile App
230,4081,2025-04-25,Charger,Electronics,1226.31,2,Cash,Mobile App
231,4770,2025-08-11,Tablet,Video,883.2,2,Cash,Online
232,1328,2024-07-15,Headphones,Video,120.32,4,Cash,Mobile App
233,922,2024-11-07,Charger,Computing,436.33,2,Debit Card,Online
234,1223,2025-06-25,Monitor,Electronics,65.88,2,PayPal,Store
235,445,2025-03-26,Tablet,Electronics,1100.48,1,PayPal,Mobile App
236,4006,2024-11-02,Monitor,Audio,1217.09,5,Cash,Store
237,1726,2024-11-10,Charger,Computing,1389.71,5,PayPal,Online
238,1940,2025-01-29,TV,Electronics,1278.48,1,Debit Card,Online
239,2279,2025-03-09,Headphones,Audio,1956.2,1,PayPal,Online
240,3771,2023-12-31,Tablet,Accessories,142.15,5,Credit Card,Online
241,1223,2024-10-26,Tablet,Video,1289.39,3,Credit Card,Online
242,2481,2024-05-25,Watch,Video,405.69,2,Credit Card,Mobile App
243,1609,2024-02-11,Mouse,Audio,1824.19,4,Credit Card,Online
244,4862,2024-07-27,Mouse,Electronics,1004.73,2,Cash,Online
245,1237,2025-03-09,Phone,Accessories,1466.19,2,Credit Card,Mobile App
246,3772,2024-11-10,Monitor,Accessories,826.12,1,Credit Card,Mobile App
247,732,2024-03-19,TV,Audio,240.71,1,Debit Card,Online
248,343,2025-12-14,Charger,Electronics,250.7,4,Debit Card,Mobile App
249,2810,2024-11-22,Keyboard,Audio,1326.82,2,Debit Card,Mobile App
250,1754,2025-11-19,Mouse,Accessories,83.68,4,Cash,Store
251,1708,2024-05-18,Monitor,Accessories,1076.94,4,PayPal,Mobile App
252,849,2024-12-05,Watch,Accessories,307.77,1,Credit Card,Store
253,187,2024-10-11,Monitor,Audio,1581.78,5,Debit Card,Store
254,72,2025-02-11,Camera,Accessories,1157.09,2,PayPal,Store
255,1056,2025-09-22,Mouse,Accessories,44.06,3,PayPal,Mobile App
256,3118,2024-12-09,Phone,Electronics,1680.9,2,PayPal,Online
257,4780,2024-07-17,Laptop,Electronics,998.15,2,Cash,Online
258,1163,2025-10-17,TV,Computing,558.17,5,PayPal,Mobile App
259,3004,2024-07-30,Tablet,Accessories,780.86,1,PayPal,Online
260,1280,2025-12-04,Speaker,Electronics,61.03,4,Credit Card,Store
261,1327,2025-02-24,Keyboard,Audio,963.83,3,Credit Card,Online
262,4908,2025-08-21,Speaker,Electronics,1242.66,4,Cash,Mobile App
263,184,2024-06-07,Tablet,Accessories,830.56,3,Credit Card,Store
264,2617,2024-01-24,Tablet,Electronics,529.51,2,PayPal,Online
265,2046,2024-08-24,Laptop,Video,126.71,3,Cash,Store
266,4624,2024-06-19,Monitor,Audio,1829.27,3,Cash,Store
267,532,2024-10-23,Mouse,Computing,748.07,3,PayPal,Store
268,1413,2025-12-07,Watch,Audio,1892.08,1,Debit Card,Store
269,3783,2024-08-18,Phone,Electronics,874.03,5,Credit Card,Online
270,4213,2024-03-18,Headphones,Electronics,254.05,4,Debit Card,Online
271,3681,2024-10-22,Phone,Audio,803.29,2,Cash,Mobile App
272,350,2025-12-03,Keyboard,Electronics,1093.3,3,Cash,Online
273,1214,2025-03-25,Charger,Electronics,1189.57,3,Credit Card,Store
274,692,2024-05-30,Laptop,Audio,399.02,4,Credit Card,Online
275,442,2024-04-26,Headphones,Computing,929.27,1,Credit Card,Store
276,2959,2024-11-15,Watch,Audio,1940.24,3,Debit Card,Store
277,1434,2025-09-07,Headphones,Electronics,237.27,1,Cash,Online
278,2859,2025-01-31,Keyboard,Computing,1068.07,4,Cash,Mobile App
279,3519,2025-09-02,Speaker,Electronics,1196.36,2,Credit Card,Mobile App
280,45,2024-05-02,Monitor,Accessories,674.19,5,Cash,Online
281,3601,2024-06-01,TV,Audio,1844.72,4,Debit Card,Online
282,2894,2024-04-13,Keyboard,Accessories,1174.44,2,Cash,Online
283,263,2024-03-16,Watch,Audio,124.59,4,Cash,Online
284,2545,2024-01-26,Monitor,Video,1930.51,1,Credit Card,Online
285,415,2024-02-02,Speaker,Audio,899.39,1,PayPal,Online
286,161,2025-01-23,Watch,Video,1500.56,2,Credit Card,Mobile App
287,4612,2024-07-26,Charger,Computing,1517.0,5,Credit Card,Store
288,2043,2023-12-31,Charger,Electronics,1338.74,3,Debit Card,Online
289,2094,2025-04-24,Keyboard,Electronics,1225.01,5,PayPal,Mobile App
290,4899,2024-05-13,TV,Video,1645.21,5,Cash,Mobile App
291,1833,2024-03-28,Headphones,Audio,1299.57,5,Cash,Mobile App
292,986,2024-01-21,TV,Video,1629.19,5,PayPal,Online
293,3366,2024-09-29,Phone,Accessories,1817.07,2,Cash,Store
294,403,2024-07-18,Mouse,Computing,975.19,2,Debit Card,Online
295,2641,2024-11-15,Headphones,Video,879.42,5,PayPal,Mobile App
296,4657,2025-09-22,Mouse,Audio,1824.82,1,Credit Card,Mobile App
297,2164,2024-04-15,TV,Accessories,338.63,1,Debit Card,Store
298,418,2024-09-07,Keyboard,Accessories,1035.99,1,Credit Card,Store
299,450,2024-08-22,Monitor,Electronics,1683.64,3,Credit Card,Mobile App
300,686,2024-12-30,Monitor,Video,478.07,5,Cash,Online
301,918,2025-09-08,Speaker,Electronics,176.17,5,PayPal,Mobile App
302,4164,2024-06-23,Phone,Video,70.77,4,PayPal,Store
303,4384,2024-10-11,Phone,Audio,285.1,3,Debit Card,Mobile App
304,3608,2025-08-11,Camera,Audio,1945.31,1,Debit Card,Online
305,211,2025-01-25,Laptop,Audio,526.41,4,PayPal,Store
306,768,2025-03-20,Tablet,Accessories,1659.33,4,Credit Card,Store
307,4880,2025-04-11,Monitor,Electronics,812.43,2,Cash,Mobile App
308,4837,2024-07-08,Tablet,Video,548.13,4,Debit Card,Store
309,3213,2024-05-19,Monitor,Audio,1161.41,1,PayPal,Online
310,4824,2024-03-22,Charger,Electronics,715.74,3,Credit Card,Mobile App
311,3470,2025-09-27,TV,Electronics,233.86,4,Debit Card,Online
312,3994,2025-03-04,Charger,Video,575.39,5,Debit Card,Store
313,3092,2025-10-19,Speaker,Video,714.54,4,Debit Card,Store
314,371,2024-01-10,TV,Computing,1770.69,5,Cash,Store
315,4480,2025-06-15,Watch,Video,504.82,4,Credit Card,Store
316,3712,2025-10-30,Tablet,Electronics,1028.28,4,Credit Card,Online
317,4595,2025-01-10,TV,Accessories,682.66,2,PayPal,Mobile App
318,1992,2024-01-17,TV,Computing,1652.78,5,Debit Card,Online
319,4117,2024-11-01,Headphones,Computing,1935.65,5,Cash,Mobile App
320,4111,2024-05-28,Laptop,Audio,463.62,2,PayPal,Store
321,3929,2025-11-01,Keyboard,Audio,311.16,5,Credit Card,Store
322,181,2024-09-08,Phone,Electronics,1250.25,3,Credit Card,Online
323,926,2025-11-26,Charger,Accessories,1177.13,3,Debit Card,Online
324,3338,2024-03-31,Headphones,Audio,224.84,4,Credit Card,Store
325,1529,2024-05-11,Laptop,Computing,1962.22,3,Credit Card,Store
326,2724,2025-08-19,Charger,Electronics,1561.72,2,PayPal,Store
327,2475,2025-11-08,Watch,Electronics,996.23,5,Credit Card,Store
328,2605,2024-04-07,Headphones,Computing,1304.07,3,Credit Card,Mobile App
329,3412,2024-07-28,Phone,Audio,810.11,4,Credit Card,Mobile App
330,1039,2025-03-09,Mouse,Video,1403.39,5,Credit Card,Mobile App
331,4433,2024-11-10,Charger,Electronics,1913.29,4,Cash,Mobile App
332,1192,2024-08-28,Phone,Audio,202.83,3,Cash,Mobile App
333,857,2025-04-22,Camera,Video,1576.68,2,Cash,Mobile App
334,3085,2024-07-18,Keyboard,Audio,1894.9,5,Debit Card,Mobile App
335,4766,2025-02-24,Mouse,Video,797.7,4,PayPal,Mobile App
336,3123,2024-12-15,Charger,Electronics,1138.77,3,PayPal,Mobile App
337,2140,2024-11-03,Monitor,Electronics,1958.0,1,Credit Card,Mobile App
338,1105,2025-03-21,Monitor,Accessories,1447.54,1,Cash,Store
339,2019,2024-03-10,TV,Electronics,1397.01,3,Credit Card,Online
340,3887,2024-02-07,Monitor,Electronics,166.43,2,Cash,Online
341,3451,2025-08-26,TV,Accessories,635.63,1,PayPal,Store
342,3051,2025-07-27,TV,Audio,1202.99,1,Credit Card,Online
343,4868,2024-10-25,Mouse,Computing,1315.57,2,PayPal,Mobile App
344,4755,2024-09-06,Laptop,Computing,507.93,4,Cash,Mobile App
345,2245,2024-05-01,Charger,Video,1573.18,5,Cash,Store
346,4076,2025-04-20,Camera,Audio,826.82,3,Debit Card,Online
347,2546,2025-10-18,Camera,Audio,636.35,4,PayPal,Mobile App
348,240,2025-03-21,Watch,Computing,1146.71,2,Debit Card,Mobile App
349,4986,2025-10-26,Tablet,Accessories,67.49,3,PayPal,Store
350,3124,2025-06-26,Monitor,Accessories,1568.73,4,PayPal,Mobile App
351,2370,2025-08-11,TV,Computing,117.84,5,PayPal,Online
352,440,2024-03-11,Monitor,Audio,28.22,2,Debit Card,Online
353,1433,2025-05-22,Tablet,Audio,312.79,4,Cash,Mobile App
354,3883,2025-06-04,Tablet,Computing,628.13,5,Credit Card,Store
355,228,2024-12-27,Tablet,Computing,216.28,1,Credit Card,Store
356,4124,2025-04-23,Watch,Video,1632.42,5,Cash,Online
357,51,2024-10-14,Keyboard,Electronics,1523.38,1,Cash,Mobile App
358,4230,2024-09-20,Speaker,Audio,1964.14,5,Debit Card,Online
359,649,2024-03-04,Mouse,Computing,354.05,4,Credit Card,Store
360,3655,2024-09-28,Charger,Audio,278.47,3,Debit Card,Mobile App
361,3482,2024-07-01,Charger,Electronics,161.52,2,Credit Card,Online
362,4332,2024-04-04,Charger,Audio,509.94,3,Debit Card,Store
363,2833,2025-12-20,Charger,Audio,1395.9,5,Credit Card,Store
364,4540,2024-01-29,Monitor,Accessories,707.21,3,PayPal,Mobile App
365,1433,2024-07-09,Phone,Video,626.43,2,PayPal,Store
366,2966,2024-07-17,Watch,Electronics,1595.86,1,Cash,Store
367,2503,2024-01-25,Watch,Audio,1309.11,3,Debit Card,Online
368,629,2024-01-31,Headphones,Accessories,231.69,4,PayPal,Mobile App
369,4025,2025-08-30,Mouse,Electronics,1367.52,4,Cash,Store
370,1690,2025-07-14,Watch,Accessories,493.36,4,Debit Card,Online
371,1570,2024-01-27,Keyboard,Video,1736.54,4,Debit Card,Online
372,3890,2025-12-14,Laptop,Video,713.72,1,Credit Card,Mobile App
373,3171,2024-06-10,Laptop,Computing,1925.01,3,Debit Card,Online
374,3168,2024-04-30,Headphones,Computing,1221.67,5,Debit Card,Store
375,1880,2024-11-09,Headphones,Computing,668.74,1,Credit Card,Mobile App
376,851,2025-06-23,Charger,Audio,1034.26,4,Cash,Mobile App
377,2348,2025-09-29,Phone,Audio,1033.24,3,Debit Card,Store
378,2082,2024-10-03,Monitor,Computing,516.24,3,PayPal,Store
379,439,2024-02-17,Headphones,Video,1653.45,3,Credit Card,Store
380,4938,2024-02-27,Speaker,Video,1242.89,1,Credit Card,Mobile App
381,2626,2025-05-13,Mouse,Electronics,489.44,2,Cash,Mobile App
382,4199,2024-12-14,Keyboard,Audio,1325.53,5,Cash,Mobile App
